SEM_EXM_EXCH_ID	 SEM_SEGMENT	SEM_SMST_SECURITY_ID	SEM_INSTRUMENT_NAME	SEM_EXPIRY_CODE	SEM_TRADING_SYMBOL	SEM_LOT_UNITS	SEM_CUSTOM_SYMBOL	SEM_EXPIRY_DATE	SEM_STRIKE_PRICE	SEM_OPTION_TYPE	SEM_TICK_SIZE	SEM_EXPIRY_FLAG	SEM_EXCH_INSTRUMENT_TYPE	SEM_SERIES	SM_SYMBOL_NAME
NSE	D	51681	OPTIDX	0	NIFTY-Aug2024-23950-CE	25	NIFTY 08 AUG 23950 CALL	2024-08-08 14:30:00	23950	CE	5	W	OP
NSE	D	36664	OPTIDX	0	NIFTY-Aug2024-23950-CE	25	NIFTY 22 AUG 23950 CALL	2024-08-22 14:30:00	23950	CE	5	W	OP

